shipment_id,origin_country,destination_country,transport_mode,rfq_sent_at,quote_received_at,customs_status,supplier_id,supplier_compliance_flag,fulfilment_status,quote_response_hours
SHP-002647,Centralia,Rivermark,road,2026-03-21 22:57:09,2026-03-22 22:39:45,cleared,SUP-0208,True,on_time,23.71
SHP-002648,Centralia,Southport,road,2026-02-01 15:30:34,2026-02-02 02:42:34,pending,SUP-0009,True,on_time,11.2
SHP-002649,Eastoria,Northland,sea,2026-01-30 00:13:37,2026-01-30 10:24:25,delayed,SUP-0342,True,on_time,10.18
SHP-002650,Highmere,Rivermark,road,2026-01-06 18:36:28,2026-01-07 08:11:52,cleared,SUP-0291,True,on_time,13.59
SHP-002651,Lowvale,Northland,road,2026-04-12 15:15:34,2026-04-14 10:05:58,cleared,SUP-0014,True,on_time,42.84
SHP-002652,Lowvale,Centralia,air,2025-11-21 16:12:22,2025-11-22 10:41:46,cleared,SUP-0233,True,on_time,18.49
SHP-002653,Eastoria,Highmere,road,2026-01-26 20:41:24,2026-01-27 01:00:00,cleared,SUP-0141,False,on_time,4.31
SHP-002654,Lowvale,Westhaven,rail,2026-04-20 15:16:53,2026-04-21 06:15:05,cleared,SUP-0162,True,on_time,14.97
SHP-002655,Rivermark,Centralia,road,2025-12-01 15:21:44,2025-12-02 01:52:56,pending,SUP-0098,True,on_time,10.52
SHP-002656,Northland,Lowvale,air,2026-01-24 11:24:28,2026-01-24 22:34:40,cleared,SUP-0337,True,on_time,11.17
SHP-002657,Highmere,Lowvale,road,2026-01-04 08:14:24,2026-01-04 23:46:48,cleared,SUP-0347,False,on_time,15.54
SHP-002658,Southport,Lowvale,rail,2026-04-09 20:15:52,2026-04-10 11:28:28,cleared,SUP-0141,True,on_time,15.21
SHP-002659,Northland,Highmere,sea,2026-03-26 02:50:25,2026-03-27 02:25:13,rejected,SUP-0160,True,late,23.58
SHP-002660,Northland,Rivermark,air,2026-03-20 12:24:05,2026-03-21 05:32:29,cleared,SUP-0332,True,late,17.14
SHP-002661,Westhaven,Northland,sea,2025-12-08 15:37:14,2025-12-09 15:24:02,cleared,SUP-0274,True,on_time,23.78
SHP-002662,Rivermark,Westhaven,road,2026-04-17 07:58:08,2026-04-18 18:49:44,pending,SUP-0073,True,failed,34.86
SHP-002663,Centralia,Eastoria,sea,2026-03-11 12:22:40,2026-03-12 01:09:28,cleared,SUP-0151,True,on_time,12.78
SHP-002664,Westhaven,Rivermark,sea,2026-04-10 06:43:53,2026-04-10 17:27:41,cleared,SUP-0012,True,on_time,10.73
SHP-002665,Eastoria,Rivermark,sea,2026-04-14 10:53:28,2026-04-14 22:55:16,cleared,SUP-0061,True,late,12.03
SHP-002666,Highmere,Centralia,rail,2026-01-22 02:09:39,2026-01-23 00:15:03,cleared,SUP-0340,True,on_time,22.09
SHP-002667,Lowvale,Southport,road,2025-12-14 10:14:44,2025-12-17 23:25:32,cleared,SUP-0046,True,on_time,85.18
SHP-002668,Centralia,Southport,sea,2025-11-27 03:07:52,2025-11-28 03:02:28,cleared,SUP-0193,True,on_time,23.91
SHP-002669,Southport,Westhaven,road,2026-01-25 22:20:40,2026-01-26 13:45:52,cleared,SUP-0200,True,on_time,15.42
SHP-002670,Westhaven,Rivermark,sea,2026-03-04 13:07:13,2026-03-05 08:24:01,cleared,SUP-0091,True,on_time,19.28
SHP-002671,Highmere,Lowvale,sea,2026-01-23 06:15:23,2026-01-23 22:12:59,cleared,SUP-0313,True,on_time,15.96
SHP-002672,Northland,Eastoria,air,2026-04-25 11:44:16,2026-04-26 10:32:52,cleared,SUP-0208,True,on_time,22.81
SHP-002673,Centralia,Rivermark,road,2026-03-23 08:09:23,2026-03-24 10:36:59,pending,SUP-0342,True,on_time,26.46
SHP-002674,Northland,Highmere,sea,2025-12-22 12:29:11,2025-12-22 19:21:23,cleared,SUP-0231,True,on_time,6.87
SHP-002675,Eastoria,Southport,road,2026-04-28 18:22:48,2026-04-29 11:55:12,cleared,SUP-0327,False,failed,17.54
SHP-002676,Northland,Rivermark,road,2026-04-18 19:34:46,2026-04-19 06:20:58,delayed,SUP-0016,True,on_time,10.77
SHP-002677,Lowvale,Centralia,rail,2026-03-31 11:21:50,2026-03-31 16:39:50,cleared,SUP-0232,True,on_time,5.3
SHP-002678,Lowvale,Northland,air,2026-02-16 17:48:41,2026-02-19 13:43:53,rejected,SUP-0202,False,on_time,67.92
SHP-002679,Northland,Eastoria,air,2026-04-02 13:15:38,2026-04-03 09:47:26,cleared,SUP-0113,True,on_time,20.53
SHP-002680,Northland,Lowvale,sea,2026-02-19 10:37:43,2026-02-20 10:22:07,cleared,SUP-0114,True,on_time,23.74
SHP-002681,Northland,Highmere,air,2026-03-21 04:36:51,2026-03-22 01:29:39,cleared,SUP-0156,True,on_time,20.88
SHP-002682,Centralia,Southport,sea,2025-12-23 21:59:20,2025-12-24 13:10:44,pending,SUP-0033,True,late,15.19
SHP-002683,Highmere,Rivermark,road,2026-04-25 02:21:54,2026-04-25 10:25:30,pending,SUP-0057,True,on_time,8.06
SHP-002684,Eastoria,Highmere,road,2025-12-14 16:58:13,2025-12-14 19:30:01,cleared,SUP-0330,True,on_time,2.53
SHP-002685,Highmere,Lowvale,sea,2025-11-30 18:34:54,2025-12-01 13:00:42,cleared,SUP-0193,True,on_time,18.43
SHP-002686,Southport,Eastoria,rail,2026-04-06 13:31:25,2026-04-06 15:33:13,delayed,SUP-0281,True,failed,2.03
SHP-002687,Highmere,Southport,road,2026-04-18 05:49:16,2026-04-18 23:34:52,pending,SUP-0139,True,late,17.76
SHP-002688,Centralia,Southport,sea,2026-02-15 09:27:12,2026-02-16 19:05:36,delayed,SUP-0118,True,on_time,33.64
SHP-002689,Westhaven,Eastoria,sea,2025-11-25 16:52:08,2025-11-27 20:08:20,cleared,SUP-0043,True,on_time,51.27
SHP-002690,Westhaven,Eastoria,road,2026-01-14 12:03:12,2026-01-14 15:11:00,cleared,SUP-0270,True,on_time,3.13
SHP-002691,Highmere,Lowvale,air,2025-12-27 15:59:38,2025-12-27 20:04:26,cleared,SUP-0165,True,on_time,4.08
SHP-002692,Lowvale,Northland,road,2025-11-27 00:39:50,2025-11-27 13:29:02,pending,SUP-0258,True,on_time,12.82
SHP-002693,Rivermark,Southport,road,2026-04-21 03:20:53,2026-04-23 07:33:29,cleared,SUP-0034,True,on_time,52.21
SHP-002694,Lowvale,Rivermark,air,2025-12-27 06:06:31,2025-12-27 09:29:55,pending,SUP-0040,True,on_time,3.39
SHP-002695,Lowvale,Eastoria,air,2026-05-09 12:35:39,2026-05-09 20:57:15,pending,SUP-0028,True,on_time,8.36
SHP-002696,Northland,Highmere,road,2025-11-26 15:48:28,2025-11-27 02:38:52,cleared,SUP-0037,True,on_time,10.84
SHP-002697,Westhaven,Southport,sea,2026-01-18 19:17:42,2026-01-18 21:03:18,cleared,SUP-0258,True,on_time,1.76
SHP-002698,Highmere,Eastoria,rail,2026-01-17 17:34:13,2026-01-18 18:07:13,cleared,SUP-0148,True,on_time,24.55
SHP-002699,Eastoria,Northland,air,2026-02-26 14:22:24,2026-02-27 00:46:24,cleared,SUP-0164,True,on_time,10.4
SHP-002700,Northland,Centralia,rail,2026-02-03 20:22:13,2026-02-04 17:09:01,cleared,SUP-0266,True,on_time,20.78
SHP-002701,Eastoria,Westhaven,sea,2026-04-25 20:34:46,2026-04-25 22:17:58,rejected,SUP-0067,True,on_time,1.72
SHP-002702,Highmere,Northland,rail,2026-03-03 23:13:06,2026-03-04 15:17:18,cleared,SUP-0024,True,on_time,16.07
SHP-002703,Westhaven,Southport,road,2026-02-18 10:42:53,2026-02-18 18:46:29,cleared,SUP-0329,True,on_time,8.06
SHP-002704,Lowvale,Southport,air,2026-01-06 17:02:22,2026-01-08 22:43:46,cleared,SUP-0131,True,late,53.69
SHP-002705,Centralia,Southport,road,2025-11-25 15:10:37,2025-11-25 21:09:25,cleared,SUP-0153,True,on_time,5.98
SHP-002706,Northland,Centralia,sea,2026-04-13 19:06:07,2026-04-14 09:31:19,cleared,SUP-0028,True,on_time,14.42
SHP-002707,Highmere,Lowvale,road,2026-03-24 03:17:12,2026-03-24 21:32:48,cleared,SUP-0125,True,on_time,18.26
SHP-002708,Highmere,Southport,sea,2025-12-25 15:07:06,2025-12-26 02:58:06,pending,SUP-0048,True,on_time,11.85
SHP-002709,Lowvale,Rivermark,sea,2026-01-13 01:53:07,2026-01-15 21:21:19,pending,SUP-0137,True,late,67.47
SHP-002710,Eastoria,Lowvale,road,2026-01-26 20:07:55,2026-01-27 02:47:31,cleared,SUP-0214,True,on_time,6.66
SHP-002711,Rivermark,Southport,sea,2026-05-04 22:22:07,2026-05-05 07:52:07,cleared,SUP-0190,True,late,9.5
SHP-002712,Centralia,Lowvale,sea,2026-04-19 03:29:50,2026-04-20 13:00:26,cleared,SUP-0107,True,on_time,33.51
SHP-002713,Lowvale,Rivermark,road,2025-11-27 19:17:41,2025-11-28 10:52:29,pending,SUP-0128,True,on_time,15.58
SHP-002714,Lowvale,Eastoria,air,2026-05-05 15:25:27,2026-05-06 06:02:39,cleared,SUP-0081,True,late,14.62
SHP-002715,Lowvale,Centralia,rail,2026-03-25 20:26:29,2026-03-29 08:13:17,cleared,SUP-0109,False,on_time,83.78
SHP-002716,Highmere,Lowvale,road,2026-01-21 23:23:35,2026-01-22 10:15:47,cleared,SUP-0052,True,on_time,10.87
SHP-002717,Centralia,Southport,road,2026-01-10 13:47:37,2026-01-11 04:22:25,cleared,SUP-0280,True,on_time,14.58
SHP-002718,Southport,Highmere,air,2025-12-12 16:36:27,2025-12-12 22:46:39,cleared,SUP-0264,True,on_time,6.17
SHP-002719,Southport,Rivermark,sea,2026-04-22 17:43:03,2026-04-22 19:14:51,cleared,SUP-0031,True,on_time,1.53
SHP-002720,Northland,Highmere,sea,2026-01-28 23:36:20,2026-01-31 12:49:32,cleared,SUP-0284,False,on_time,61.22
SHP-002721,Eastoria,Southport,air,2026-02-11 08:51:10,2026-02-11 16:10:58,rejected,SUP-0147,True,on_time,7.33
SHP-002722,Centralia,Southport,sea,2026-05-10 05:49:10,2026-05-10 16:59:22,cleared,SUP-0074,True,failed,11.17
SHP-002723,Eastoria,Westhaven,road,2026-02-04 04:44:54,2026-02-04 21:54:30,cleared,SUP-0098,True,on_time,17.16
SHP-002724,Centralia,Highmere,sea,2026-04-11 20:34:36,2026-04-12 06:40:00,pending,SUP-0041,False,on_time,10.09
SHP-002725,Lowvale,Eastoria,road,2026-02-11 21:49:59,2026-02-12 07:39:11,cleared,SUP-0210,True,on_time,9.82
SHP-002726,Lowvale,Southport,sea,2026-05-11 05:49:29,2026-05-11 19:29:41,cleared,SUP-0017,True,on_time,13.67
SHP-002727,Eastoria,Northland,air,2026-02-01 14:24:25,2026-02-02 09:11:49,pending,SUP-0127,True,on_time,18.79
SHP-002728,Northland,Eastoria,sea,2026-01-23 08:32:13,2026-01-23 11:24:25,rejected,SUP-0111,True,on_time,2.87
SHP-002729,Rivermark,Highmere,sea,2025-12-24 19:08:35,2025-12-25 00:51:47,pending,SUP-0145,True,on_time,5.72
SHP-002730,Centralia,Northland,rail,2026-02-22 20:59:11,2026-02-22 23:24:59,cleared,SUP-0111,True,failed,2.43
SHP-002731,Southport,Westhaven,road,2026-04-01 21:47:05,2026-04-01 23:01:29,cleared,SUP-0340,True,on_time,1.24
SHP-002732,Northland,Eastoria,rail,2026-02-23 03:08:20,2026-02-24 18:55:08,cleared,SUP-0272,True,late,39.78
SHP-002733,Lowvale,Centralia,rail,2026-01-28 20:28:21,2026-01-30 06:13:57,cleared,SUP-0038,True,on_time,33.76
SHP-002734,Westhaven,Rivermark,road,2026-05-17 00:06:39,2026-05-17 03:55:15,cleared,SUP-0169,True,on_time,3.81
SHP-002735,Eastoria,Southport,air,2026-04-22 08:09:24,2026-04-24 18:17:48,cleared,SUP-0245,True,on_time,58.14
SHP-002736,Rivermark,Northland,sea,2026-02-27 08:30:46,2026-03-01 06:47:34,cleared,SUP-0031,True,late,46.28
SHP-002737,Southport,Rivermark,sea,2026-01-09 07:31:13,2026-01-11 04:44:25,cleared,SUP-0070,True,on_time,45.22
SHP-002738,Centralia,Southport,sea,2026-04-23 02:07:57,2026-04-24 21:45:09,cleared,SUP-0003,True,late,43.62
SHP-002739,Southport,Rivermark,road,2025-12-04 13:30:34,2025-12-04 17:14:58,pending,SUP-0154,True,late,3.74
SHP-002740,Southport,Centralia,sea,2026-04-08 16:57:23,2026-04-09 07:55:35,cleared,SUP-0252,True,late,14.97
SHP-002741,Westhaven,Rivermark,rail,2026-02-08 22:49:25,2026-02-09 05:18:49,cleared,SUP-0327,True,on_time,6.49
SHP-002742,Southport,Rivermark,road,2025-12-03 20:20:18,2025-12-04 06:03:30,cleared,SUP-0128,True,on_time,9.72
SHP-002743,Centralia,Southport,air,2026-02-10 03:17:12,2026-02-11 05:12:24,cleared,SUP-0170,True,on_time,25.92
SHP-002744,Lowvale,Northland,sea,2026-03-15 12:08:52,2026-03-17 21:08:16,cleared,SUP-0177,True,failed,56.99
SHP-002745,Eastoria,Westhaven,rail,2026-04-27 04:54:00,2026-04-27 17:19:48,cleared,SUP-0325,True,on_time,12.43
SHP-002746,Southport,Highmere,road,2025-12-23 13:30:00,2025-12-25 00:45:00,cleared,SUP-0267,True,late,35.25
SHP-002747,Lowvale,Centralia,rail,2026-03-04 10:36:24,2026-03-04 18:05:48,cleared,SUP-0030,True,on_time,7.49
SHP-002748,Highmere,Lowvale,rail,2026-01-14 13:33:45,2026-01-14 22:33:45,cleared,SUP-0187,True,on_time,9.0
SHP-002749,Eastoria,Lowvale,road,2026-01-19 21:27:56,2026-01-21 01:57:56,cleared,SUP-0200,True,on_time,28.5
SHP-002750,Highmere,Westhaven,rail,2025-12-08 10:39:10,2025-12-08 12:15:10,cleared,SUP-0340,True,on_time,1.6
SHP-002751,Centralia,Rivermark,sea,2025-12-04 01:39:36,2025-12-04 07:46:48,cleared,SUP-0216,True,on_time,6.12
SHP-002752,Rivermark,Northland,air,2026-01-21 04:43:46,2026-01-21 08:05:22,cleared,SUP-0211,True,on_time,3.36
SHP-002753,Centralia,Northland,sea,2026-03-26 20:37:07,2026-03-30 11:14:19,cleared,SUP-0004,True,on_time,86.62
SHP-002754,Southport,Lowvale,air,2026-01-14 22:17:38,2026-01-15 19:18:14,cleared,SUP-0283,True,on_time,21.01
SHP-002755,Eastoria,Centralia,sea,2026-01-17 00:53:10,2026-01-17 14:12:58,cleared,SUP-0099,True,on_time,13.33
SHP-002756,Centralia,Northland,road,2026-02-13 02:37:48,2026-02-13 09:54:36,cleared,SUP-0232,True,on_time,7.28
SHP-002757,Highmere,Northland,rail,2026-03-15 12:55:56,2026-03-16 15:27:44,cleared,SUP-0016,True,late,26.53
SHP-002758,Highmere,Westhaven,rail,2026-04-06 21:03:48,2026-04-07 20:18:48,cleared,SUP-0330,True,on_time,23.25
SHP-002759,Northland,Southport,road,2026-02-09 06:21:24,2026-02-09 17:23:48,delayed,SUP-0185,False,on_time,11.04
SHP-002760,Northland,Eastoria,air,2025-12-20 21:07:58,2025-12-21 08:48:46,delayed,SUP-0009,True,on_time,11.68
SHP-002761,Centralia,Rivermark,road,2026-04-01 11:02:56,2026-04-01 18:40:08,cleared,SUP-0155,True,on_time,7.62
SHP-002762,Eastoria,Northland,rail,2026-02-12 17:16:29,2026-02-13 06:00:53,cleared,SUP-0241,True,late,12.74
SHP-002763,Centralia,Highmere,air,2026-01-25 18:50:22,2026-01-26 10:17:58,cleared,SUP-0262,True,late,15.46
SHP-002764,Westhaven,Eastoria,sea,2026-02-13 08:17:13,2026-02-13 14:23:49,delayed,SUP-0329,True,on_time,6.11
SHP-002765,Westhaven,Northland,road,2025-11-26 17:54:04,2025-11-27 08:21:40,cleared,SUP-0339,True,late,14.46
SHP-002766,Rivermark,Southport,road,2026-04-08 15:42:45,2026-04-09 13:49:21,cleared,SUP-0295,True,late,22.11
SHP-002767,Highmere,Rivermark,sea,2026-05-06 11:10:44,2026-05-10 07:06:32,cleared,SUP-0011,True,on_time,91.93
SHP-002768,Northland,Centralia,road,2026-05-14 12:54:34,2026-05-16 03:25:10,cleared,SUP-0153,True,on_time,38.51
SHP-002769,Lowvale,Northland,sea,2026-01-25 23:33:26,2026-01-26 02:05:14,cleared,SUP-0124,True,on_time,2.53
SHP-002770,Highmere,Westhaven,sea,2026-03-17 21:55:39,2026-03-17 23:55:03,cleared,SUP-0048,False,on_time,1.99
SHP-002771,Southport,Northland,air,2026-02-10 23:28:53,2026-02-11 21:09:41,cleared,SUP-0011,True,on_time,21.68
SHP-002772,Lowvale,Centralia,road,2026-01-10 20:01:57,2026-01-11 00:43:57,cleared,SUP-0155,True,late,4.7
SHP-002773,Eastoria,Northland,road,2026-03-22 16:39:17,2026-03-23 13:48:53,cleared,SUP-0124,True,late,21.16
SHP-002774,Eastoria,Rivermark,air,2026-04-21 05:03:57,2026-04-21 17:50:45,cleared,SUP-0065,True,on_time,12.78
SHP-002775,Highmere,Centralia,air,2025-11-29 15:49:11,2025-11-30 12:53:59,cleared,SUP-0162,True,late,21.08
SHP-002776,Northland,Highmere,road,2025-12-03 02:13:44,2025-12-03 22:24:32,cleared,SUP-0143,True,on_time,20.18
SHP-002777,Westhaven,Lowvale,air,2026-03-28 20:27:20,2026-03-31 06:45:20,pending,SUP-0346,True,on_time,58.3
SHP-002778,Westhaven,Highmere,rail,2026-03-22 07:32:08,2026-03-23 15:20:08,cleared,SUP-0199,True,on_time,31.8
SHP-002779,Eastoria,Lowvale,road,2026-02-05 09:35:19,2026-02-05 19:36:31,cleared,SUP-0081,True,on_time,10.02
SHP-002780,Eastoria,Northland,sea,2026-01-28 01:39:52,2026-01-28 21:44:04,cleared,SUP-0278,False,on_time,20.07
SHP-002781,Southport,Eastoria,rail,2026-02-26 03:39:57,2026-02-26 10:12:21,cleared,SUP-0108,True,failed,6.54
SHP-002782,Northland,Rivermark,sea,2026-04-23 01:53:23,2026-04-24 01:34:11,cleared,SUP-0111,True,on_time,23.68
SHP-002783,Eastoria,Rivermark,rail,2026-04-13 03:17:23,2026-04-13 11:14:23,cleared,SUP-0095,True,on_time,7.95
SHP-002784,Northland,Eastoria,sea,2026-03-30 10:47:41,2026-03-30 17:18:17,cleared,SUP-0251,True,on_time,6.51
SHP-002785,Northland,Eastoria,road,2025-12-19 14:06:14,2025-12-20 05:57:50,cleared,SUP-0221,True,on_time,15.86
SHP-002786,Highmere,Eastoria,road,2025-11-24 13:38:15,2025-11-25 07:08:51,cleared,SUP-0189,True,on_time,17.51
SHP-002787,Northland,Highmere,road,2025-12-16 05:54:44,2025-12-16 20:14:32,cleared,SUP-0001,True,on_time,14.33
SHP-002788,Westhaven,Centralia,road,2026-05-02 07:35:51,2026-05-02 13:59:15,cleared,SUP-0274,True,on_time,6.39
SHP-002789,Lowvale,Rivermark,sea,2026-03-16 12:00:24,2026-03-17 05:53:12,cleared,SUP-0061,True,late,17.88
SHP-002790,Highmere,Northland,rail,2026-03-30 04:38:06,2026-03-30 19:45:54,cleared,SUP-0256,True,on_time,15.13
SHP-002791,Lowvale,Highmere,sea,2026-04-19 05:41:22,2026-04-19 14:37:10,delayed,SUP-0215,True,on_time,8.93
SHP-002792,Eastoria,Lowvale,sea,2026-02-11 14:32:43,2026-02-12 10:26:07,cleared,SUP-0209,True,late,19.89
SHP-002793,Northland,Lowvale,air,2025-11-25 06:41:12,2025-11-25 13:20:48,cleared,SUP-0281,True,on_time,6.66
SHP-002794,Lowvale,Westhaven,sea,2025-12-13 00:47:11,2025-12-13 12:46:35,cleared,SUP-0078,True,on_time,11.99
SHP-002795,Highmere,Southport,sea,2025-12-01 13:50:31,2025-12-01 16:29:31,cleared,SUP-0146,True,on_time,2.65
SHP-002796,Westhaven,Eastoria,road,2026-01-03 08:19:48,2026-01-04 10:25:48,cleared,SUP-0099,True,on_time,26.1
SHP-002797,Westhaven,Southport,road,2026-04-18 16:39:23,2026-04-19 01:23:47,cleared,SUP-0077,True,on_time,8.74
SHP-002798,Southport,Westhaven,road,2026-03-23 19:11:19,2026-03-24 02:09:31,cleared,SUP-0195,True,on_time,6.97
SHP-002799,Rivermark,Eastoria,air,2026-01-28 15:43:34,2026-01-29 05:02:10,cleared,SUP-0104,True,on_time,13.31
SHP-002800,Highmere,Eastoria,rail,2026-01-27 20:15:21,2026-01-28 17:32:45,delayed,SUP-0072,True,on_time,21.29
SHP-002801,Centralia,Westhaven,road,2026-01-31 20:44:33,2026-01-31 22:26:33,cleared,SUP-0220,True,on_time,1.7
SHP-002802,Rivermark,Lowvale,rail,2026-03-08 16:03:48,2026-03-10 13:07:24,cleared,SUP-0074,True,failed,45.06
SHP-002803,Highmere,Rivermark,rail,2025-11-24 19:26:18,2025-11-27 06:06:30,cleared,SUP-0188,True,on_time,58.67
SHP-002804,Lowvale,Eastoria,road,2026-03-16 00:27:29,2026-03-16 23:56:17,cleared,SUP-0302,True,on_time,23.48
SHP-002805,Centralia,Northland,sea,2025-12-18 07:35:08,2025-12-19 03:41:08,cleared,SUP-0162,True,on_time,20.1
SHP-002806,Eastoria,Centralia,road,2026-03-30 09:10:13,2026-04-02 05:19:49,cleared,SUP-0057,True,on_time,68.16
SHP-002807,Lowvale,Westhaven,road,2026-02-13 21:18:11,2026-02-14 15:34:23,cleared,SUP-0119,True,on_time,18.27
SHP-002808,Rivermark,Highmere,rail,2026-01-29 13:19:54,2026-01-29 19:17:30,pending,SUP-0038,True,on_time,5.96
SHP-002809,Lowvale,Northland,sea,2026-01-29 18:13:11,2026-01-31 10:01:11,pending,SUP-0150,True,on_time,39.8
SHP-002810,Northland,Centralia,road,2026-02-12 17:25:08,2026-02-13 02:20:56,cleared,SUP-0071,True,late,8.93
SHP-002811,Centralia,Northland,sea,2026-04-15 16:44:36,2026-04-15 18:56:00,cleared,SUP-0272,True,on_time,2.19
SHP-002812,Eastoria,Lowvale,road,2025-12-03 10:49:26,2025-12-03 16:15:50,cleared,SUP-0029,False,on_time,5.44
SHP-002813,Centralia,Westhaven,sea,2026-03-09 23:10:52,2026-03-10 16:41:28,pending,SUP-0228,True,on_time,17.51
SHP-002814,Westhaven,Rivermark,rail,2025-12-15 06:13:03,2025-12-16 02:44:15,cleared,SUP-0103,True,on_time,20.52
SHP-002815,Eastoria,Northland,road,2026-03-01 07:58:25,2026-03-03 03:48:13,pending,SUP-0347,True,on_time,43.83
SHP-002816,Centralia,Rivermark,rail,2026-01-28 18:37:21,2026-01-29 14:24:45,cleared,SUP-0105,False,on_time,19.79
SHP-002817,Rivermark,Lowvale,road,2026-02-03 19:29:06,2026-02-04 05:14:42,delayed,SUP-0277,True,on_time,9.76
SHP-002818,Southport,Rivermark,sea,2026-01-18 13:39:15,2026-01-18 23:25:27,cleared,SUP-0311,False,late,9.77
SHP-002819,Eastoria,Centralia,sea,2026-03-24 15:41:03,2026-03-25 15:20:39,cleared,SUP-0027,True,on_time,23.66
SHP-002820,Centralia,Northland,rail,2026-01-11 15:18:01,2026-01-12 09:51:37,delayed,SUP-0192,True,on_time,18.56
SHP-002821,Northland,Westhaven,sea,2026-01-05 23:47:11,2026-01-06 21:27:59,cleared,SUP-0272,True,late,21.68
SHP-002822,Northland,Highmere,road,2025-12-10 13:13:14,2025-12-10 15:20:26,cleared,SUP-0019,True,on_time,2.12
SHP-002823,Northland,Southport,sea,2025-11-23 13:16:36,2025-11-23 20:31:36,cleared,SUP-0261,True,on_time,7.25
SHP-002824,Highmere,Northland,sea,2026-04-10 09:00:19,2026-04-11 00:35:43,cleared,SUP-0245,True,on_time,15.59
SHP-002825,Northland,Southport,air,2025-12-24 15:33:31,2025-12-25 06:55:07,cleared,SUP-0163,True,on_time,15.36
SHP-002826,Rivermark,Eastoria,air,2026-02-23 10:13:31,2026-02-24 21:05:43,delayed,SUP-0312,True,late,34.87
SHP-002827,Southport,Lowvale,road,2026-02-27 01:22:47,2026-02-27 16:19:47,cleared,SUP-0248,True,on_time,14.95
SHP-002828,Southport,Centralia,rail,2026-02-01 16:00:13,2026-02-02 14:20:37,cleared,SUP-0217,True,on_time,22.34
SHP-002829,Rivermark,Eastoria,road,2026-05-14 21:55:42,2026-05-16 07:14:18,cleared,SUP-0104,True,on_time,33.31
SHP-002830,Southport,Westhaven,rail,2026-03-07 14:05:47,2026-03-07 16:03:23,cleared,SUP-0275,True,on_time,1.96
SHP-002831,Highmere,Eastoria,sea,2025-12-11 09:19:04,2025-12-11 11:51:28,cleared,SUP-0077,True,on_time,2.54
SHP-002832,Westhaven,Highmere,road,2026-01-08 08:28:46,2026-01-11 12:17:22,cleared,SUP-0145,True,on_time,75.81
SHP-002833,Eastoria,Lowvale,sea,2026-04-18 00:06:29,2026-04-18 21:55:41,cleared,SUP-0035,True,on_time,21.82
SHP-002834,Centralia,Westhaven,road,2026-01-08 01:33:00,2026-01-09 11:52:12,cleared,SUP-0104,True,late,34.32
SHP-002835,Highmere,Westhaven,air,2026-04-04 05:33:57,2026-04-05 03:17:09,cleared,SUP-0221,True,late,21.72
SHP-002836,Westhaven,Eastoria,road,2026-02-13 04:17:43,2026-02-13 06:53:43,cleared,SUP-0085,True,late,2.6
SHP-002837,Highmere,Southport,air,2025-12-30 04:28:57,2026-01-02 01:00:45,cleared,SUP-0098,False,on_time,68.53
SHP-002838,Rivermark,Northland,road,2026-03-17 08:03:58,2026-03-18 01:40:34,pending,SUP-0115,True,on_time,17.61
SHP-002839,Eastoria,Centralia,sea,2026-01-12 23:23:47,2026-01-16 13:29:47,cleared,SUP-0060,True,on_time,86.1
SHP-002840,Centralia,Lowvale,sea,2026-04-02 06:41:46,2026-04-02 10:38:46,cleared,SUP-0200,True,late,3.95
SHP-002841,Northland,Eastoria,air,2026-05-15 11:36:47,2026-05-16 09:28:59,pending,SUP-0143,True,on_time,21.87
SHP-002842,Centralia,Northland,sea,2026-02-21 21:40:14,2026-02-22 19:06:02,cleared,SUP-0340,True,on_time,21.43
SHP-002843,Lowvale,Centralia,road,2025-12-27 09:24:38,2025-12-29 01:42:38,cleared,SUP-0187,True,on_time,40.3
SHP-002844,Lowvale,Eastoria,air,2025-12-12 08:02:37,2025-12-12 19:30:49,cleared,SUP-0349,True,late,11.47
SHP-002845,Westhaven,Northland,road,2025-12-14 21:03:07,2025-12-15 04:10:19,cleared,SUP-0083,False,late,7.12
SHP-002846,Eastoria,Lowvale,sea,2026-05-03 02:58:13,2026-05-05 21:16:13,pending,SUP-0320,True,on_time,66.3
SHP-002847,Eastoria,Rivermark,sea,2025-12-02 21:37:10,2025-12-04 11:34:10,rejected,SUP-0007,True,on_time,37.95
SHP-002848,Centralia,Northland,road,2026-02-14 07:11:00,2026-02-14 13:46:24,cleared,SUP-0328,True,on_time,6.59
SHP-002849,Highmere,Northland,air,2025-12-22 01:08:56,2025-12-22 18:17:56,cleared,SUP-0078,True,on_time,17.15
SHP-002850,Northland,Highmere,road,2026-05-12 00:39:35,2026-05-12 09:40:47,cleared,SUP-0240,False,on_time,9.02
SHP-002851,Westhaven,Highmere,road,2026-04-06 01:03:23,2026-04-06 08:42:23,cleared,SUP-0046,True,on_time,7.65
SHP-002852,Lowvale,Eastoria,sea,2026-02-12 22:52:49,2026-02-13 01:58:49,rejected,SUP-0259,False,failed,3.1
SHP-002853,Lowvale,Southport,road,2025-12-05 13:38:47,2025-12-07 05:57:59,cleared,SUP-0107,True,failed,40.32
SHP-002854,Rivermark,Westhaven,sea,2026-04-24 21:46:38,2026-04-25 17:34:38,cleared,SUP-0266,True,on_time,19.8
SHP-002855,Highmere,Southport,rail,2026-03-30 22:31:57,2026-03-31 19:58:57,cleared,SUP-0066,True,on_time,21.45
